sample,channel,normalized,loss_type,loss_value
71,10m_v_component_of_wind,denormalized,MSE,0.960808515548706
71,2m_temperature,denormalized,MSE,44.075687408447266
71,mean_sea_level_pressure,denormalized,MSE,518054.25
72,10m_u_component_of_wind,denormalized,MSE,0.4748618006706238
72,10m_v_component_of_wind,denormalized,MSE,0.8081949949264526
72,2m_temperature,denormalized,MSE,24.24583625793457
72,mean_sea_level_pressure,denormalized,MSE,423574.21875
73,10m_u_component_of_wind,denormalized,MSE,0.4885188341140747
73,10m_v_component_of_wind,denormalized,MSE,0.649940013885498
73,2m_temperature,denormalized,MSE,23.735567092895508
73,mean_sea_level_pressure,denormalized,MSE,165640.0625
74,10m_u_component_of_wind,denormalized,MSE,0.5061231851577759
74,10m_v_component_of_wind,denormalized,MSE,1.0248146057128906
74,2m_temperature,denormalized,MSE,42.894737243652344
74,mean_sea_level_pressure,denormalized,MSE,276744.84375
75,10m_u_component_of_wind,denormalized,MSE,0.4365069568157196
75,10m_v_component_of_wind,denormalized,MSE,0.9373939037322998
75,2m_temperature,denormalized,MSE,44.283599853515625
75,mean_sea_level_pressure,denormalized,MSE,310449.21875
76,10m_u_component_of_wind,denormalized,MSE,0.4414743185043335
76,10m_v_component_of_wind,denormalized,MSE,0.644568920135498
76,2m_temperature,denormalized,MSE,21.133270263671875
76,mean_sea_level_pressure,denormalized,MSE,389395.09375
77,10m_u_component_of_wind,denormalized,MSE,0.470235139131546
77,10m_v_component_of_wind,denormalized,MSE,0.820738673210144
77,2m_temperature,denormalized,MSE,30.224849700927734
77,mean_sea_level_pressure,denormalized,MSE,579930.75
78,10m_u_component_of_wind,denormalized,MSE,0.6081665754318237
78,10m_v_component_of_wind,denormalized,MSE,0.8259569406509399
78,2m_temperature,denormalized,MSE,40.50062561035156
78,mean_sea_level_pressure,denormalized,MSE,672040.5
79,10m_u_component_of_wind,denormalized,MSE,0.5839919447898865
79,10m_v_component_of_wind,denormalized,MSE,0.7885728478431702
79,2m_temperature,denormalized,MSE,24.994508743286133
79,mean_sea_level_pressure,denormalized,MSE,819870.875
80,10m_u_component_of_wind,denormalized,MSE,0.535822868347168
80,10m_v_component_of_wind,denormalized,MSE,0.6996797919273376
80,2m_temperature,denormalized,MSE,19.639753341674805
80,mean_sea_level_pressure,denormalized,MSE,513413.9375
81,10m_u_component_of_wind,denormalized,MSE,0.6571192145347595
81,10m_v_component_of_wind,denormalized,MSE,0.9117436408996582
81,2m_temperature,denormalized,MSE,30.796802520751953
81,mean_sea_level_pressure,denormalized,MSE,576318.8125
82,10m_u_component_of_wind,denormalized,MSE,0.6132220029830933
82,10m_v_component_of_wind,denormalized,MSE,1.0021356344223022
82,2m_temperature,denormalized,MSE,27.325544357299805
82,mean_sea_level_pressure,denormalized,MSE,379081.375
83,10m_u_component_of_wind,denormalized,MSE,0.5488772392272949
83,10m_v_component_of_wind,denormalized,MSE,0.9749086499214172
83,2m_temperature,denormalized,MSE,17.53006935119629
83,mean_sea_level_pressure,denormalized,MSE,353279.90625
84,10m_u_component_of_wind,denormalized,MSE,0.40374886989593506
84,10m_v_component_of_wind,denormalized,MSE,0.6956556439399719
84,2m_temperature,denormalized,MSE,13.247003555297852
84,mean_sea_level_pressure,denormalized,MSE,94214.09375
85,10m_u_component_of_wind,denormalized,MSE,0.47589707374572754
85,10m_v_component_of_wind,denormalized,MSE,0.8016464710235596
85,2m_temperature,denormalized,MSE,17.99843406677246
85,mean_sea_level_pressure,denormalized,MSE,137106.71875
86,10m_u_component_of_wind,denormalized,MSE,0.5271720886230469
86,10m_v_component_of_wind,denormalized,MSE,0.8669146299362183
86,2m_temperature,denormalized,MSE,22.49943733215332
86,mean_sea_level_pressure,denormalized,MSE,90625.5625
87,10m_u_component_of_wind,denormalized,MSE,0.31575918197631836
87,10m_v_component_of_wind,denormalized,MSE,0.7621377110481262
87,2m_temperature,denormalized,MSE,11.875503540039062
87,mean_sea_level_pressure,denormalized,MSE,72212.6484375
88,10m_u_component_of_wind,denormalized,MSE,0.36581772565841675
88,10m_v_component_of_wind,denormalized,MSE,0.5267875790596008
88,2m_temperature,denormalized,MSE,11.436078071594238
88,mean_sea_level_pressure,denormalized,MSE,9731.0263671875
89,10m_u_component_of_wind,denormalized,MSE,0.39354002475738525
89,10m_v_component_of_wind,denormalized,MSE,0.6533297300338745
89,2m_temperature,denormalized,MSE,17.99834632873535
89,mean_sea_level_pressure,denormalized,MSE,30181.78515625
