sample,channel,normalized,mse_loss,psd_loss
68,10m_u_component_of_wind,denormalized,3.7374181747436523,1.902908444404602
68,10m_v_component_of_wind,denormalized,4.513766288757324,2.0439300537109375
68,2m_temperature,denormalized,375.2212829589844,2.110379219055176
68,mean_sea_level_pressure,denormalized,161999.96875,2.0428972244262695
69,10m_u_component_of_wind,denormalized,4.3239521980285645,1.9978206157684326
69,10m_v_component_of_wind,denormalized,5.623044013977051,2.1452243328094482
69,2m_temperature,denormalized,368.56671142578125,2.251610279083252
69,mean_sea_level_pressure,denormalized,193848.75,1.9693266153335571
70,10m_u_component_of_wind,denormalized,7.607108116149902,1.9795500040054321
70,10m_v_component_of_wind,denormalized,8.322385787963867,2.1337265968322754
70,2m_temperature,denormalized,76.33850860595703,2.1740121841430664
70,mean_sea_level_pressure,denormalized,604247.25,1.9927996397018433
71,10m_u_component_of_wind,denormalized,7.668531894683838,1.9515951871871948
71,10m_v_component_of_wind,denormalized,6.972322463989258,2.1494553089141846
71,2m_temperature,denormalized,40.39043045043945,2.1174895763397217
71,mean_sea_level_pressure,denormalized,649745.25,1.9752416610717773
72,10m_u_component_of_wind,denormalized,8.563457489013672,1.864575982093811
72,10m_v_component_of_wind,denormalized,8.92371940612793,1.996572494506836
72,2m_temperature,denormalized,64.53765869140625,1.9023350477218628
72,mean_sea_level_pressure,denormalized,612719.25,1.9847393035888672
73,10m_u_component_of_wind,denormalized,9.493936538696289,1.9419804811477661
73,10m_v_component_of_wind,denormalized,9.882612228393555,1.9777449369430542
73,2m_temperature,denormalized,86.82501220703125,2.179619789123535
73,mean_sea_level_pressure,denormalized,460356.09375,2.0118491649627686
74,10m_u_component_of_wind,denormalized,4.550939559936523,1.982436180114746
74,10m_v_component_of_wind,denormalized,6.3651580810546875,2.1246302127838135
74,2m_temperature,denormalized,78.29649353027344,2.2167770862579346
74,mean_sea_level_pressure,denormalized,380779.90625,2.0333921909332275
75,10m_u_component_of_wind,denormalized,1.814602255821228,1.977286696434021
75,10m_v_component_of_wind,denormalized,1.9752678871154785,2.2334163188934326
75,2m_temperature,denormalized,61.27699279785156,2.1510040760040283
75,mean_sea_level_pressure,denormalized,154357.375,1.9918253421783447
76,10m_u_component_of_wind,denormalized,1.8317179679870605,1.8812530040740967
76,10m_v_component_of_wind,denormalized,2.3383255004882812,2.0505967140197754
76,2m_temperature,denormalized,19.95302963256836,2.1008636951446533
76,mean_sea_level_pressure,denormalized,64227.44140625,1.9874461889266968
77,10m_u_component_of_wind,denormalized,5.830993175506592,1.9557795524597168
77,10m_v_component_of_wind,denormalized,6.452189922332764,2.091162919998169
77,2m_temperature,denormalized,22.949359893798828,2.085287570953369
77,mean_sea_level_pressure,denormalized,319488.53125,2.0606307983398438
78,10m_u_component_of_wind,denormalized,4.589451789855957,2.004335880279541
78,10m_v_component_of_wind,denormalized,5.683419704437256,2.134842872619629
78,2m_temperature,denormalized,46.13648223876953,2.121856689453125
78,mean_sea_level_pressure,denormalized,412164.46875,2.1199734210968018
79,10m_u_component_of_wind,denormalized,5.519266128540039,1.9399666786193848
79,10m_v_component_of_wind,denormalized,10.411273956298828,2.051283359527588
79,2m_temperature,denormalized,282.6742248535156,2.0400400161743164
79,mean_sea_level_pressure,denormalized,488618.75,2.030480146408081
80,10m_u_component_of_wind,denormalized,4.0917229652404785,1.9608075618743896
80,10m_v_component_of_wind,denormalized,4.364377021789551,2.0937769412994385
80,2m_temperature,denormalized,84.93529510498047,2.248806953430176
80,mean_sea_level_pressure,denormalized,130872.8203125,2.0051467418670654
81,10m_u_component_of_wind,denormalized,6.987114906311035,1.9886531829833984
81,10m_v_component_of_wind,denormalized,10.626935005187988,2.1761229038238525
