sample,channel,normalized,loss_type,loss_value
94,10m_v_component_of_wind,denormalized,MSE,0.518490731716156
94,2m_temperature,denormalized,MSE,7.76143741607666
94,mean_sea_level_pressure,denormalized,MSE,6265.0556640625
95,10m_u_component_of_wind,denormalized,MSE,0.34502512216567993
95,10m_v_component_of_wind,denormalized,MSE,0.49393361806869507
95,2m_temperature,denormalized,MSE,5.758719444274902
95,mean_sea_level_pressure,denormalized,MSE,11181.626953125
96,10m_u_component_of_wind,denormalized,MSE,0.30449795722961426
96,10m_v_component_of_wind,denormalized,MSE,0.42367252707481384
96,2m_temperature,denormalized,MSE,4.962178707122803
96,mean_sea_level_pressure,denormalized,MSE,6711.76318359375
97,10m_u_component_of_wind,denormalized,MSE,0.32783758640289307
97,10m_v_component_of_wind,denormalized,MSE,0.5205144882202148
97,2m_temperature,denormalized,MSE,5.424598693847656
97,mean_sea_level_pressure,denormalized,MSE,5876.3017578125
98,10m_u_component_of_wind,denormalized,MSE,0.36207932233810425
98,10m_v_component_of_wind,denormalized,MSE,0.5626633167266846
98,2m_temperature,denormalized,MSE,5.420851707458496
98,mean_sea_level_pressure,denormalized,MSE,8277.787109375
99,10m_u_component_of_wind,denormalized,MSE,0.355974406003952
99,10m_v_component_of_wind,denormalized,MSE,0.4965057075023651
99,2m_temperature,denormalized,MSE,5.306983947753906
99,mean_sea_level_pressure,denormalized,MSE,14603.3740234375
100,10m_u_component_of_wind,denormalized,MSE,0.42069482803344727
100,10m_v_component_of_wind,denormalized,MSE,0.5361276865005493
100,2m_temperature,denormalized,MSE,5.2042951583862305
100,mean_sea_level_pressure,denormalized,MSE,10114.017578125
101,10m_u_component_of_wind,denormalized,MSE,0.47311753034591675
101,10m_v_component_of_wind,denormalized,MSE,0.725267767906189
101,2m_temperature,denormalized,MSE,5.395778656005859
101,mean_sea_level_pressure,denormalized,MSE,11623.009765625
102,10m_u_component_of_wind,denormalized,MSE,0.39491158723831177
102,10m_v_component_of_wind,denormalized,MSE,0.5674030184745789
102,2m_temperature,denormalized,MSE,5.826501369476318
102,mean_sea_level_pressure,denormalized,MSE,13591.0673828125
103,10m_u_component_of_wind,denormalized,MSE,0.352104127407074
103,10m_v_component_of_wind,denormalized,MSE,0.5780376195907593
103,2m_temperature,denormalized,MSE,5.6545610427856445
103,mean_sea_level_pressure,denormalized,MSE,10386.44921875
104,10m_u_component_of_wind,denormalized,MSE,0.3766331970691681
104,10m_v_component_of_wind,denormalized,MSE,0.5945303440093994
104,2m_temperature,denormalized,MSE,3.4626927375793457
104,mean_sea_level_pressure,denormalized,MSE,12244.3408203125
105,10m_u_component_of_wind,denormalized,MSE,0.4282187819480896
105,10m_v_component_of_wind,denormalized,MSE,0.6312750577926636
105,2m_temperature,denormalized,MSE,5.491621494293213
105,mean_sea_level_pressure,denormalized,MSE,14848.5947265625
106,10m_u_component_of_wind,denormalized,MSE,0.3553880453109741
106,10m_v_component_of_wind,denormalized,MSE,0.5161041021347046
106,2m_temperature,denormalized,MSE,5.517147064208984
106,mean_sea_level_pressure,denormalized,MSE,12376.927734375
107,10m_u_component_of_wind,denormalized,MSE,0.39516666531562805
107,10m_v_component_of_wind,denormalized,MSE,0.5233737230300903
107,2m_temperature,denormalized,MSE,5.3059515953063965
107,mean_sea_level_pressure,denormalized,MSE,8836.12890625
108,10m_u_component_of_wind,denormalized,MSE,0.3976938724517822
108,10m_v_component_of_wind,denormalized,MSE,0.5638452768325806
108,2m_temperature,denormalized,MSE,4.991491317749023
108,mean_sea_level_pressure,denormalized,MSE,7906.95361328125
109,10m_u_component_of_wind,denormalized,MSE,0.5015448331832886
109,10m_v_component_of_wind,denormalized,MSE,0.5792502164840698
109,2m_temperature,denormalized,MSE,5.033451080322266
109,mean_sea_level_pressure,denormalized,MSE,9617.77734375
110,10m_u_component_of_wind,denormalized,MSE,0.40477311611175537
110,10m_v_component_of_wind,denormalized,MSE,0.556208610534668
110,2m_temperature,denormalized,MSE,6.125980377197266
110,mean_sea_level_pressure,denormalized,MSE,10890.52734375
111,10m_u_component_of_wind,denormalized,MSE,0.454389750957489
111,10m_v_component_of_wind,denormalized,MSE,0.6456985473632812
111,2m_temperature,denormalized,MSE,5.660365581512451
111,mean_sea_level_pressure,denormalized,MSE,8597.3671875
112,10m_u_component_of_wind,denormalized,MSE,0.41401562094688416
112,10m_v_component_of_wind,denormalized,MSE,0.5906839966773987
112,2m_temperature,denormalized,MSE,3.951021194458008
112,mean_sea_level_pressure,denormalized,MSE,10527.068359375
113,10m_u_component_of_wind,denormalized,MSE,0.4867549538612366
113,10m_v_component_of_wind,denormalized,MSE,0.5087928771972656
113,2m_temperature,denormalized,MSE,5.270303249359131
113,mean_sea_level_pressure,denormalized,MSE,10799.974609375
114,10m_u_component_of_wind,denormalized,MSE,0.43513429164886475
114,10m_v_component_of_wind,denormalized,MSE,0.5053893327713013
114,2m_temperature,denormalized,MSE,5.009799003601074
114,mean_sea_level_pressure,denormalized,MSE,11615.2822265625
